Genes	Expr
qnblm	1.07128001922375
rinsa	0.449444197834414
zoxyf	1.7572484469904
mlkdx	1.36536572916106
dvkjl	0.576526527947034
igpnj	0.88063185850453
vyjki	1.13983734421252
plbvw	0.68444153843585
inrag	0.966293439825059
ulysg	0.158547306360272
xmryq	0.208205076050204
sired	0.535589743499723
dgzwk	1.08627875997053
bdzoi	1.90865583457274
putjn	0.87467937645964
ixqka	0.487101426239223
ndoix	0.247849151694846
obyzq	0.938729175550877
zgunr	1.26018824657577
nvich	0.226316868677659
ocbxm	0.740640520804012
jswnk	1.44550461564163
hktuf	0.491966368508669
lcenr	0.608839485080824
jecsq	0.254214839025781
koudv	0.327944103921784
keoys	1.20949589228202
ifcpz	1.61197805510596
nkwlf	0.296320958169676
jvrxq	0.302268559651505
yflpz	0.610628586438865
duotw	0.142226619550515
zeony	0.963093940549072
uajwt	0.626509035566291
fxels	2.51475314208359
yaewn	1.97158933375962
slpga	0.058866499107606
kqrom	0.272156156779759
hjxzd	0.0423010709627807
yagbp	0.340674158835665
tlmgr	0.720946824529902
fjupw	1.26154406154779
otnlr	0.338813203288288
gotkr	0.6125861750953
ojnau	0.802207485920708
xpgfs	1.78500986883049
opdhj	1.15753848558879
oqvsw	0.884336803682573
nlzit	0.785310348142898
ihtfa	0.288720873523646
pzgrn	0.55703417861359
hwatn	1.17762697627214
ktdlc	0.554235834533044
xbcar	1.42553864810754
lxsjp	1.51257764549466
zujbv	0.218091820801134
nzpth	0.505578601500707
rajnm	0.635807308967684
xjron	0.800265290321175
ouigk	0.760859411393128
hfsrd	0.814917234339985
lqiws	0.47076873490259
voxiy	1.63219826551894
oaqft	0.280168518559683
iosmn	0.0201350399175809
bgfwq	1.74543335157983
itgve	0.477163169447057
fndtr	0.546074260757091
xrglz	1.1256461092981
ptyuq	0.348727760804859
tzwjo	1.04899748879767
frxbu	0.649516006673816
nqoge	1.03113523790323
hgxlf	1.02836682879822
swbul	0.452125886284498
kmeri	1.05103225304949
cwzpb	0.767841969857005
nuhrq	0.569315731400169
qkhni	0.0257724911772181
smtif	2.15265417804889
inwvl	0.531434839569391
dcopw	0.454247866319428
zcehn	0.690740315859726
bckgo	0.000852895975669667
uwlei	1.51366314123926
fthld	0.087391112625936
atwkb	0.938669261487972
ixvdo	0.221790553711225
fumvk	0.50941132528889
ujcpd	0.0548953631947662
muitg	0.564646302426198
fayjv	0.104935316805154
lasik	0.385710527895623
fkwpj	1.92057745103104
gzoux	0.321483594842263
tpmyz	0.0261771106789226
ufjnc	0.801510642587831
vpfho	0.474015079077529
srvjy	0.895699438291356
coqdh	0.109033807027018
pkohw	1.34214043589506
yrofq	1.1489337381509
qfsnv	0.307666101768644
dbizf	0.194270164639456
swmog	2.030895310541
irmzj	1.16314504965689
kwgay	0.621285998982613
pjzte	0.178119208625865
zlwkp	0.0138914565166995
efmjx	1.30328864310047
kdprm	0.141981951768742
jqpdl	0.878467209836808
wucgq	0.273163134444999
ulvds	1.34936850741629
rnboa	1.11071567700323
shbxu	1.23356236098121
qdklj	1.78030711092576
iodac	1.69286861209874
xhcqj	1.29923015670413
vodpq	0.117016241365163
kpxvj	0.479194850178063
vbtrz	0.645203769686102
qeavo	0.53885901870598
ecwbm	0.0571659005324437
osrhi	0.747356762952321
abtjs	0.646203393598696
uvbgp	0.998367899988187
hgejl	1.51502939375284
grunf	0.549404733869519
kxjwc	0.730448743234588
pkxcw	1.15825471455868
vsidx	1.00396267911133
bowkm	1.18695793271067
lbxpf	0.246288946025384
ntohf	0.010046975996073
lxpvr	0.315220249619449
wjpsy	2.60479125967365
dyfai	1.13435321801328
zdqba	0.363685260305715
odbxq	2.50088625328634
raoge	0.0430563580518226
mowhk	0.00654494089981292
svxly	1.25386678471288
qpjdg	0.857259670821315
qztdj	0.4413392461365
ljyis	0.446924675611788
htieb	1.29913748143054
zcrab	0.0610475488899705
jzdih	0.624959174577852
czand	0.300286694930009
nwxmj	0.215658912200587
ahjce	1.44556861766693
yqcxg	0.0112931571678641
qeigv	1.49673270620776
johgk	1.33277185108033
himgb	0.440948737459066
fnumd	1.60917034822738
gpjnt	0.459679362091803
bkcwv	0.519784043509538
qtrdv	1.60863354734599
oaglm	1.94483469452297
unjcr	0.541406897904911
bqmrx	2.05332436963803
cujfi	0.712357121734549
azvfo	1.08439435107515
jrzty	1.93168394005991
zoedn	0.761896949677021
evkdf	0.346986600520995
wyvma	0.00838666724417756
ouxme	0.670512827126495
kbegc	0.165160870007216
idbao	0.683968437612484
bpelk	0.604878144963203
zkotb	0.326826810434143
kzels	0.378363140888603
tovbn	0.0861825408292806
egkxh	0.428509098810282
pqfgd	0.846501117838392
podwv	0.82656991141657
aprdh	0.225436045323986
bzcue	1.17585251837788
dfoaq	0.626975632449393
cmnzi	0.473614646518322
fjwcx	1.56429956387384
rlomh	0.530487170838617
lriqx	0.240973254329405
qjbkx	0.1152041246212
nwfdp	1.55571762773669
sauiv	0.814546901943285
flmak	1.1363363491453
vlyqh	1.43523928284487
jnrav	1.13137198823299
kwctl	0.479449889192567
kpmyh	1.69317370210719
pgael	1.57538373466606
hsjdl	0.772597403360937
nibfk	0.399830343164547
