Genes	Expr
xoamd	0.299519763352622
vjpci	0.163551473908414
lroag	0.261903914844038
vapgq	0.0879046598203697
ikuwv	0.169297214086808
kjacm	0.337668693042907
licok	0.141637020960101
zmuts	0.268159302447251
itvhm	1.77465700116189
gtvwb	0.918577483613538
evdip	0.375537789147417
ekxdn	0.00684941325900315
acywu	1.37048957861669
egrox	0.379496280841548
wqkjy	0.401902734810985
wusei	1.49475103891454
gzbnl	1.88576513738288
getaw	1.22649078139166
mtzkl	1.0747309567069
wqget	0.773159061997592
yfiqx	0.0307484891980429
bgwsi	0.815337099609487
druec	0.0582346973416766
gyjqx	0.760697924407943
roqbv	0.425114469221545
uibok	0.830610624608779
iyajt	1.90151057636515
hmlnx	2.11753669633059
jmslf	1.11404035808571
veoac	2.03219626391508
snmtd	0.0352339863485848
hkzal	1.26402040648723
jgexb	0.899915016841878
sbrno	1.12799938026151
yrwms	1.08110402297224
skchn	0.869505244198494
hefxl	1.17618047770078
ntgur	1.75930914034332
khnyg	0.477894484005466
afbuk	0.941409781737595
lemhs	0.0322481891846401
usglm	1.23557222435844
psudo	0.891138475901777
jeitc	0.507997255539278
qebyw	1.12101655135794
wzjqn	3.36822948619112
uizds	0.345300474521066
brlap	1.66970533420019
hwnla	0.5449721909212
rkmal	1.49643522783712
xeroh	0.540456182019815
squjc	0.155420808123965
livrz	0.905856381058053
iylpu	0.215762405309929
bmfcu	1.46525324274211
buoda	0.819143943846322
iredz	1.39630950340308
bjrod	0.679340638315054
crnuo	1.57106894905707
aqloj	0.357901486467482
osezq	1.10289485331945
mdqig	0.207808537520047
tknlp	2.3067407383096
khmjn	1.61448015668537
tuasq	1.69118412653545
fgdve	0.245178222278919
kpoxn	1.45344360701713
vtsif	1.62711693997727
sukaq	0.533171131600638
zyrqx	1.54388310786414
vgmqx	1.28005458342984
xsedp	0.809850476439567
myail	0.968997139824569
kvehs	0.058863547122637
yicjg	1.40374086726069
vgjot	0.107986459208583
wyhtr	0.243705333088978
czpts	0.278715152434135
szfeb	1.03066972297144
smbfc	0.761422566373886
bpyfs	1.60491105231202
otxfe	1.72353896614195
zpuxq	1.49316745042642
ghsdt	0.907007459300558
envjs	0.16471845331497
xvknp	0.263213934074685
rdbyn	0.270447068895869
pbdta	0.205631849490342
habec	1.98372562718282
vyagp	0.202659099514633
nhies	0.471464861539246
wxpyk	0.47117317060619
xzlte	1.18614441594219
kiwaz	0.704484968426993
jrxwa	0.867795439261036
ozxut	0.199506683647896
zovad	0.0736371312947243
dbctx	1.08450836856687
emvdz	0.364790916400909
lrswi	0.823391081941264
gqnya	0.544831285901413
apfwh	0.675831823668944
jyprf	2.15946222206267
qdpji	0.696862986572468
vpwzy	0.0663435111620761
syjgr	0.882216806786174
ovkcj	1.69966326928766
snpum	0.595196503041743
ubvap	1.32864583689102
igstq	0.0583028768271819
vdqfb	0.595781635057777
hisxt	1.06346776342525
bunve	0.602966380184569
frwze	1.1319431618341
elibx	0.657841605552287
gqhfb	0.218338105700998
szcbk	2.11038973905465
pwajh	0.504973408914637
ryhvb	1.24979034580105
ymkcx	1.49964273021809
lzpkr	1.93943057497984
jegai	0.374553533255466
vwyds	1.49040796445835
dqvfm	0.269448111238075
gilfh	1.38719903613526
mzcjy	0.0108785075506338
mshjw	0.403447269144566
uqrth	1.03802966877991
cqnvz	1.72644553695813
lwcsz	2.64740268570989
yvnkf	2.45978989259281
ojspv	1.61098529729652
vlija	0.162810844527889
ylzag	0.662668214488043
mirub	1.7113196335516
vrfsp	0.659371119315561
nitbu	1.11375991540385
scnhi	1.48613185903987
jrhcn	1.48102878133824
hjisu	0.664202173959158
klyzb	0.706478855391145
aktwf	0.766058378540264
cbdim	0.00720181333010723
fkzsb	0.0415231601061447
hmqkr	0.512661835498802
qnblm	0.225568949173684
rinsa	1.07784729331604
zoxyf	0.425188535765825
mlkdx	1.41147227086623
dvkjl	0.840640033107858
igpnj	0.973142180312049
vyjki	0.319346833395327
plbvw	1.30820755685971
inrag	0.598204676125019
ulysg	0.0102016379474559
xmryq	0.122051011577643
sired	0.102085688659782
dgzwk	0.901426083420288
bdzoi	1.24051283656914
putjn	1.98441071870864
ixqka	0.2234835485121
ndoix	0.559288161304078
obyzq	1.50755328689485
zgunr	0.75782076523581
nvich	1.15969591056319
ocbxm	0.928006715241544
jswnk	1.3651600704119
hktuf	0.330832690770665
lcenr	1.10340418699494
jecsq	0.215229301594864
koudv	1.97410364441902
keoys	0.314026719261632
ifcpz	1.21253650792532
nkwlf	0.69250988494721
jvrxq	1.61574839453781
yflpz	1.40582063736671
duotw	1.01575722966541
zeony	0.363179538888207
uajwt	0.33867558672173
fxels	0.0650973760348501
yaewn	1.51307100508568
slpga	1.29000042726041
kqrom	0.0874224494281089
hjxzd	0.753140823537838
yagbp	1.88328696707529
tlmgr	1.64561254351377
fjupw	1.68353293284288
otnlr	0.39055682582377
gotkr	2.20972567224343
ojnau	1.36642724070088
xpgfs	0.146275611740178
opdhj	0.206668301451524
oqvsw	0.684733451543376
nlzit	1.64325255958303
ihtfa	1.36843276089755
pzgrn	0.764788495234472
hwatn	1.20186885536018
ktdlc	1.92764244102467
xbcar	0.233060989611048
lxsjp	0.024858143552446
zujbv	0.306559749180798
nzpth	0.273983400654937
rajnm	0.649930295779147
xjron	1.90575829519965
ouigk	0.383384508945349
hfsrd	1.43361122176575
lqiws	0.142945776495715
voxiy	0.991519727480747
oaqft	0.106311766273229
iosmn	0.601941768460986
bgfwq	0.472584086804242
itgve	0.972421848037994
fndtr	0.542351474248106
xrglz	0.938116189660888
ptyuq	1.08212273603242
tzwjo	0.0830507968964817
frxbu	0.639643504319905
nqoge	0.560788485601238
hgxlf	1.31333824258268
swbul	0.302119668985756
kmeri	0.278186899792417
cwzpb	0.161959125653006
nuhrq	0.125728895251558
qkhni	1.21280857888461
smtif	0.304691343956652
inwvl	0.400796523395411
dcopw	0.339149457864304
zcehn	0.00758451698733382
bckgo	0.67455833185373
uwlei	0.149843518227654
fthld	0.000861216657113385
atwkb	0.845380921242044
ixvdo	0.171778553611769
fumvk	1.88316863426955
ujcpd	1.7487051792709
muitg	0.247091728601447
fayjv	0.284262298337677
lasik	0.464225434031415
fkwpj	1.80071635409291
gzoux	0.534267227244137
tpmyz	0.951884754197965
ufjnc	0.382653667470626
vpfho	0.843526772685658
srvjy	0.518273521621321
coqdh	1.53826608682987
pkohw	0.675988817576909
yrofq	1.88272619401671
qfsnv	1.43008535075001
dbizf	0.716307958619353
swmog	2.50904339828073
irmzj	1.44128578289098
kwgay	0.48610817368802
pjzte	0.319513982243787
zlwkp	0.0469781136703581
efmjx	2.24609579791951
kdprm	0.323562162455431
jqpdl	0.593243300833267
wucgq	1.36504983631597
ulvds	0.959041233984794
rnboa	0.154378600289965
shbxu	0.186688251774291
qdklj	1.49952827341303
iodac	0.0650836182973489
xhcqj	0.29382687061816
vodpq	1.62158554279782
kpxvj	0.853298713143294
vbtrz	1.15748906592816
qeavo	0.525874622056382
ecwbm	0.990539583919828
osrhi	0.484315290651066
abtjs	0.871765213613338
uvbgp	2.58322530330632
hgejl	0.787293954360995
grunf	2.86145696856826
kxjwc	0.797143183314279
pkxcw	1.47143168012484
vsidx	0.410861608607591
bowkm	1.60769477996824
lbxpf	0.818155344713523
ntohf	0.682700182302418
lxpvr	0.391508247624739
wjpsy	1.04636428009402
dyfai	0.20894682686142
zdqba	0.112286845916833
odbxq	0.930224136860124
raoge	1.21536973369875
mowhk	0.0676898110438756
svxly	0.951292227860386
qpjdg	1.02995784444163
qztdj	1.80743177944721
ljyis	0.42898787809693
htieb	0.840000447582139
zcrab	0.644116302313451
jzdih	0.0108351345688447
czand	0.8792159739892
nwxmj	0.18218682669853
ahjce	1.51685142408433
yqcxg	0.454184242522939
qeigv	0.543240396238133
johgk	1.73078872520669
himgb	0.444859255161859
fnumd	1.4349374529838
gpjnt	0.142363823712382
bkcwv	0.139825005783878
qtrdv	0.595146270178312
oaglm	0.119026165311816
unjcr	1.90900627019835
bqmrx	0.713399267716972
cujfi	0.70070491733718
azvfo	0.983785427086087
jrzty	1.49125015423548
zoedn	1.00653867582855
evkdf	0.144717919472571
wyvma	2.00281912636545
ouxme	2.33983001354872
kbegc	1.88166701555894
idbao	0.113157246622865
bpelk	1.10802070571168
zkotb	1.05977433036194
kzels	0.542180661208707
tovbn	0.314907806025353
egkxh	0.270231687270462
pqfgd	0.33157456325766
podwv	0.151910611528392
aprdh	0.86993212844724
bzcue	1.26383925007066
dfoaq	0.140434275873268
cmnzi	0.567974960395841
fjwcx	1.46361936550849
rlomh	0.0652140016392753
lriqx	0.335053269530479
qjbkx	0.561836315710916
nwfdp	0.0923854654503811
sauiv	1.13437186839276
flmak	0.335029350959253
vlyqh	1.2780409714431
jnrav	1.09681229003714
kwctl	1.30291140176873
kpmyh	1.25022597275945
pgael	0.509944788158958
hsjdl	0.487263039317886
nibfk	1.3395323412662
