Genes	Expr
habec	0.329639890575314
vyagp	1.16912953059392
nhies	0.672867395205639
wxpyk	2.46022639006652
xzlte	0.685593736924875
kiwaz	0.0334659393367538
jrxwa	1.31023031654933
ozxut	0.371675258799061
zovad	3.02717045988182
dbctx	1.1400102496958
emvdz	0.961706239713535
lrswi	0.0715291768640526
gqnya	0.0948424564983412
apfwh	0.925152016638651
jyprf	1.18376859939602
qdpji	1.35941287238157
vpwzy	1.23999259844534
syjgr	1.05508853114536
ovkcj	1.23499759051409
snpum	1.40090072179311
ubvap	1.30198156503132
igstq	0.328591408871356
vdqfb	0.152249593693775
hisxt	0.426303885437782
bunve	0.149115289327934
frwze	0.166682265438035
elibx	0.262094965494524
gqhfb	1.32400193397578
szcbk	1.05132363348883
pwajh	1.57294261878654
ryhvb	0.597680324645366
ymkcx	0.664606438004031
lzpkr	0.65353597586357
jegai	0.946882981828727
vwyds	0.605530131348757
dqvfm	1.16498287736753
gilfh	0.334084615386451
mzcjy	0.783439999208438
mshjw	0.764397534955756
uqrth	1.31153162224388
cqnvz	0.588316898203383
lwcsz	1.61259061658902
yvnkf	0.228633513890224
ojspv	0.979670347695352
vlija	0.492520475034752
ylzag	0.489617026319372
mirub	0.288093343064107
vrfsp	0.163870516208391
nitbu	0.768538024201268
scnhi	1.11433552570985
jrhcn	0.0750987292864203
hjisu	0.556727988418073
klyzb	1.99502665482871
aktwf	1.78405276230726
cbdim	0.395271070349633
fkzsb	0.76607799840013
hmqkr	1.77813683288936
qnblm	1.18562982178298
rinsa	0.0416568980382652
zoxyf	1.94408474958551
mlkdx	0.385023687928867
dvkjl	0.5402670038699
igpnj	0.257133067416486
vyjki	0.573616078497197
plbvw	0.477578297613043
inrag	0.837161098088649
ulysg	0.14897957116095
xmryq	0.202019142947351
sired	0.330643067897276
dgzwk	0.441254864749562
bdzoi	0.0943559502496895
putjn	0.179154459082648
ixqka	0.205858189749134
ndoix	1.20820460448801
obyzq	0.712033993262514
zgunr	0.638626185029047
nvich	0.0163809224504644
ocbxm	0.905938121624458
jswnk	1.46664509735278
hktuf	0.0864625826257268
lcenr	0.26632877980913
jecsq	0.266821930215924
koudv	0.817045444227194
keoys	0.0978287145337394
ifcpz	0.41310456833167
nkwlf	0.233173283018502
jvrxq	0.363338475131273
yflpz	0.241009206979463
duotw	0.892611165599176
zeony	0.141286745350597
uajwt	0.977595984332308
fxels	0.32357226739659
yaewn	0.815823597960606
slpga	0.88280760747486
kqrom	0.823899441281304
hjxzd	1.13077914963895
yagbp	0.982031924678849
tlmgr	0.14074474674416
fjupw	0.952135329522742
otnlr	0.0722208704514127
gotkr	0.321954962326597
ojnau	0.0478586982196602
xpgfs	0.864940045910661
opdhj	0.559822469181213
oqvsw	1.53547699369405
nlzit	0.334060418406332
ihtfa	0.532486516469842
pzgrn	0.56928124034359
hwatn	2.10628854562416
ktdlc	1.05198145635578
xbcar	0.716403091717172
lxsjp	0.0770432896055193
zujbv	0.416286537020558
nzpth	0.418451895198669
rajnm	0.68947225205678
xjron	1.18373705135302
ouigk	0.316142209576348
hfsrd	0.274952519310857
lqiws	0.172002792044956
voxiy	0.978953710423823
oaqft	1.4809451162737
iosmn	1.83569054585687
bgfwq	0.237422732274778
itgve	0.845355247699644
fndtr	0.462250427159216
xrglz	0.30745824646122
ptyuq	1.05313051982177
tzwjo	0.812139124231131
frxbu	0.986320312378222
nqoge	0.33417780141276
hgxlf	0.170402857914094
swbul	2.27339341755835
kmeri	0.292571038792808
cwzpb	0.162083851332744
nuhrq	0.10634209004032
qkhni	1.20005914427565
smtif	1.30073199005466
inwvl	0.130952470116648
dcopw	0.118010918308317
zcehn	0.164283037175143
bckgo	0.0258511295099959
uwlei	0.433674625791564
fthld	0.146054652929528
atwkb	0.8359605285778
ixvdo	0.9426977192242
fumvk	1.15012666155106
ujcpd	0.735892227869145
muitg	2.054275922765
fayjv	0.666020905122553
lasik	1.10134402224823
fkwpj	1.38856957820381
gzoux	0.554302895963524
tpmyz	0.10436738451859
ufjnc	0.252173913944181
vpfho	0.319288233674294
srvjy	0.596942919335494
coqdh	1.76353382442601
pkohw	1.95848136475182
yrofq	1.63330203462334
qfsnv	1.54391262854909
dbizf	1.71807972955033
swmog	1.50603901781173
irmzj	0.792775754304811
kwgay	0.277218861467138
pjzte	1.15607770694437
zlwkp	0.776583077669502
efmjx	0.027274805791849
kdprm	1.09058475384305
jqpdl	2.54500314003994
wucgq	0.0480919178473265
ulvds	1.06358577279165
rnboa	0.31522922760037
shbxu	1.12274038827598
qdklj	1.12882986575923
iodac	1.36465064654483
xhcqj	0.443020675835172
vodpq	0.560302927006429
kpxvj	0.176279556402671
vbtrz	1.14779280673586
qeavo	0.474971403198168
ecwbm	1.59718128494669
osrhi	0.543309100163466
abtjs	0.856955165240598
uvbgp	0.924928413983885
hgejl	0.780813886776132
grunf	0.328527397684917
kxjwc	0.459271630847307
pkxcw	1.31967770236483
vsidx	1.50731974858808
bowkm	0.953360579136243
lbxpf	0.97386576241164
ntohf	0.196224385821105
lxpvr	0.099931142483425
wjpsy	0.195093408083377
dyfai	0.0853774541470984
zdqba	0.682576236062117
odbxq	0.744688460743396
raoge	2.49037266655075
mowhk	0.337464439738709
svxly	0.0674054879821603
qpjdg	0.193321100009923
qztdj	1.16405262210161
ljyis	1.36408079406104
htieb	2.48006267083579
zcrab	0.485867418336414
jzdih	1.44025985927684
czand	0.189171499722585
nwxmj	0.422497154990729
ahjce	0.690046870999475
yqcxg	0.945195179407772
qeigv	0.0397967197193751
johgk	1.54931490032689
himgb	0.434688942252024
fnumd	0.441415925771316
gpjnt	0.909064236598147
bkcwv	0.513461001066843
qtrdv	0.276998414557565
oaglm	1.70329309659174
unjcr	0.337797384784888
bqmrx	1.824044004548
cujfi	0.470101870457717
azvfo	0.833912839017872
jrzty	0.783104622458812
zoedn	0.163854243164537
evkdf	1.45930586132091
wyvma	0.249599166266892
ouxme	1.40878203733432
kbegc	0.0411315701148207
idbao	1.06930375615787
bpelk	0.376445209603403
zkotb	1.60598489920684
kzels	1.31938927177773
tovbn	0.213672987462504
egkxh	1.24006331005734
pqfgd	1.39240377056176
podwv	1.19966449748932
aprdh	1.02562482641918
bzcue	0.49380205834754
dfoaq	0.951488151826769
cmnzi	1.46736388499004
fjwcx	2.11040593370537
rlomh	1.75534696604275
lriqx	0.181115657149004
qjbkx	0.247375112337986
nwfdp	0.960912648962729
sauiv	1.62083052830104
flmak	0.158339475253711
vlyqh	0.577261414138148
jnrav	1.46311553986915
kwctl	0.166310458135527
kpmyh	0.511777775582398
pgael	0.255422340377914
hsjdl	0.446046973215861
nibfk	1.01220771677248
